STORE_NBR,MONTH,TOTAL_SALES,TOTAL_CUSTOMERS,TOTAL_TRANSACTIONS,AVG_TXN_PER_CUSTOMER,AVG_SPEND_PER_CUSTOMER,AVG_UNITS_PER_TXN
8,2019-04-01,364.8,39,41,1.0512820512820513,9.353846153846154,1.975609756097561
8,2019-05-01,375.6,46,47,1.0217391304347827,8.165217391304349,1.8085106382978724
8,2019-06-01,341,35,38,1.0857142857142856,9.742857142857142,2
9,2018-07-01,289.7,46,50,1.0869565217391304,6.297826086956522,1.7
9,2018-08-01,327.5,52,56,1.0769230769230769,6.298076923076923,1.6964285714285714
9,2018-09-01,369.7,55,59,1.0727272727272728,6.721818181818182,1.8135593220338984
9,2018-10-01,361,55,57,1.0363636363636364,6.5636363636363635,1.8245614035087718
9,2018-11-01,374.4,61,65,1.0655737704918034,6.137704918032787,1.7076923076923076
9,2018-12-01,382.6,58,61,1.0517241379310345,6.596551724137932,1.8032786885245902
9,2019-01-01,399.4,65,66,1.0153846153846153,6.144615384615384,1.7727272727272727
9,2019-02-01,259.4,43,45,1.0465116279069768,6.032558139534883,1.6888888888888889
9,2019-03-01,367.6,50,54,1.08,7.352,1.8518518518518519
9,2019-04-01,267.6,45,46,1.0222222222222221,5.946666666666667,1.7608695652173914
9,2019-05-01,345.8,54,55,1.0185185185185186,6.403703703703704,1.8545454545454545
9,2019-06-01,267.7,44,45,1.0227272727272727,6.084090909090909,1.7333333333333334
10,2018-07-01,892,100,122,1.22,8.92,2
10,2018-08-01,878.65,96,123,1.28125,9.152604166666666,1.943089430894309
10,2018-09-01,945,112,136,1.2142857142857142,8.4375,2.0441176470588234
10,2018-10-01,910.8,93,125,1.3440860215053763,9.793548387096774,2.032
10,2018-11-01,885,100,128,1.28,8.85,2
10,2018-12-01,936.6,108,134,1.2407407407407407,8.672222222222222,2.029850746268657
10,2019-01-01,878.6,102,126,1.2352941176470589,8.613725490196078,2
10,2019-02-01,853,97,121,1.2474226804123711,8.793814432989691,2
10,2019-03-01,862,98,120,1.2244897959183674,8.795918367346939,2
10,2019-04-01,746.2,85,105,1.2352941176470589,8.778823529411765,2.019047619047619
10,2019-05-01,762.05,90,111,1.2333333333333334,8.467222222222222,1.972972972972973
10,2019-06-01,752.4,87,104,1.1954022988505748,8.648275862068965,2.019230769230769
11,2018-10-01,2.9,1,1,1,2.9,1
11,2018-12-01,3.8,1,1,1,3.8,1
12,2018-07-01,429.6,47,49,1.0425531914893618,9.140425531914895,2
12,2018-08-01,360.8,44,45,1.0227272727272727,8.200000000000001,1.8888888888888888
12,2018-09-01,417.6,48,49,1.0208333333333333,8.700000000000001,2
12,2018-10-01,423.6,43,46,1.069767441860465,9.851162790697675,2.0434782608695654
12,2018-11-01,456.6,49,51,1.0408163265306123,9.318367346938777,2
12,2018-12-01,495.2,53,57,1.0754716981132075,9.343396226415095,2
12,2019-01-01,451.8,46,49,1.065217391304348,9.821739130434782,2.0408163265306123
12,2019-02-01,334.4,38,38,1,8.799999999999999,2
12,2019-03-01,491.6,47,53,1.127659574468085,10.459574468085107,2
12,2019-04-01,467.2,44,49,1.1136363636363635,10.618181818181817,2.0408163265306123
12,2019-05-01,375.5,47,48,1.0212765957446808,7.98936170212766,1.8333333333333333
12,2019-06-01,306,35,36,1.0285714285714285,8.742857142857142,2
13,2018-07-01,811.8,97,120,1.2371134020618557,8.369072164948452,2
13,2018-08-01,756.9,96,113,1.1770833333333333,7.8843749999999995,1.9469026548672566
13,2018-09-01,840,96,123,1.28125,8.75,2
13,2018-10-01,851,97,122,1.2577319587628866,8.77319587628866,2.0163934426229506
13,2018-11-01,1049.4,120,152,1.2666666666666666,8.745000000000001,2.026315789473684
13,2018-12-01,878.6,106,130,1.2264150943396226,8.288679245283019,2.0307692307692307
13,2019-01-01,927,97,130,1.3402061855670102,9.556701030927835,2
13,2019-02-01,868,101,125,1.2376237623762376,8.594059405940595,2.032
13,2019-03-01,1035.6,111,147,1.3243243243243243,9.32972972972973,2.0408163265306123
13,2019-04-01,1024.4,101,140,1.386138613861386,10.142574257425743,2.0428571428571427
13,2019-05-01,803.2,93,127,1.3655913978494623,8.636559139784946,1.8661417322834646
13,2019-06-01,840.6,94,122,1.297872340425532,8.942553191489361,2
14,2018-07-01,46.9,8,8,1,5.8625,1.875
14,2018-08-01,46.8,8,8,1,5.85,1.75
14,2018-09-01,47.5,7,7,1,6.785714285714286,1.8571428571428572
14,2018-10-01,42,6,6,1,7,1.8333333333333333
14,2018-11-01,47.6,8,8,1,5.95,1.75
14,2018-12-01,34.4,6,6,1,5.733333333333333,2
14,2019-01-01,18,3,3,1,6,2
14,2019-02-01,34.4,5,5,1,6.88,2
14,2019-03-01,13.2,2,2,1,6.6,2
14,2019-04-01,17.3,3,3,1,5.766666666666667,1.6666666666666667
14,2019-05-01,9.4,3,3,1,3.1333333333333333,1.3333333333333333
14,2019-06-01,53.2,7,7,1,7.6000000000000005,1.7142857142857142
15,2018-07-01,742.6,84,103,1.2261904761904763,8.84047619047619,2
15,2018-08-01,840.2,105,129,1.2285714285714286,8.001904761904763,1.937984496124031
15,2018-09-01,837,89,119,1.3370786516853932,9.404494382022472,2
15,2018-10-01,828.4,88,114,1.2954545454545454,9.413636363636364,2
15,2018-11-01,647.2,78,96,1.2307692307692308,8.297435897435898,2
15,2018-12-01,917,101,134,1.3267326732673268,9.07920792079208,2.014925373134328
15,2019-01-01,873.8,99,124,1.2525252525252526,8.826262626262626,2
15,2019-02-01,700.8,78,95,1.2179487179487178,8.984615384615385,2.0210526315789474
15,2019-03-01,773,88,109,1.2386363636363635,8.784090909090908,2
15,2019-04-01,738.4,87,110,1.264367816091954,8.48735632183908,2
15,2019-05-01,768.85,95,117,1.231578947368421,8.093157894736843,1.8717948717948718
15,2019-06-01,818.8,94,122,1.297872340425532,8.71063829787234,2.0163934426229506
16,2018-07-01,113.8,32,33,1.03125,3.55625,1
16,2018-08-01,149.2,35,36,1.0285714285714285,4.2628571428571425,1.1111111111111112
16,2018-09-01,140.2,35,39,1.1142857142857143,4.005714285714285,1.0512820512820513
16,2018-10-01,138.6,39,41,1.0512820512820513,3.5538461538461537,1
16,2018-11-01,150.1,40,41,1.025,3.7525,1
16,2018-12-01,176.8,45,48,1.0666666666666667,3.9288888888888893,1.0625
16,2019-01-01,153.3,41,41,1,3.7390243902439027,1
16,2019-02-01,128.4,34,35,1.0294117647058822,3.7764705882352945,1.0285714285714285
16,2019-03-01,156.7,38,41,1.0789473684210527,4.123684210526315,1
16,2019-04-01,82.3,26,26,1,3.1653846153846152,1
16,2019-05-01,133.5,31,32,1.032258064516129,4.306451612903226,1.1875
16,2019-06-01,109.2,28,28,1,3.9,1
17,2018-07-01,485.7,56,57,1.0178571428571428,8.673214285714286,1.912280701754386
17,2018-08-01,353.3,40,42,1.05,8.8325,1.8571428571428572
17,2018-09-01,377,40,43,1.075,9.425,1.930232558139535
17,2018-10-01,341.1,41,41,1,8.319512195121952,1.853658536585366
17,2018-11-01,403.6,42,46,1.0952380952380953,9.609523809523811,1.9130434782608696
17,2018-12-01,463,48,53,1.1041666666666667,9.645833333333334,1.9433962264150944
17,2019-01-01,364.6,39,43,1.1025641025641026,9.34871794871795,1.930232558139535
17,2019-02-01,386,44,47,1.0681818181818181,8.772727272727273,1.9361702127659575
17,2019-03-01,440.3,50,52,1.04,8.806000000000001,1.9423076923076923
17,2019-04-01,400.4,45,49,1.0888888888888888,8.897777777777778,1.8775510204081634
17,2019-05-01,333.2,42,43,1.0238095238095237,7.933333333333333,1.8604651162790697
17,2019-06-01,288.4,36,36,1,8.011111111111111,1.8611111111111112
18,2018-07-01,326.6,52,55,1.0576923076923077,6.2807692307692315,1.6
18,2018-08-01,273.6,48,50,1.0416666666666667,5.7,1.46
18,2018-09-01,262.5,43,47,1.0930232558139534,6.104651162790698,1.574468085106383
18,2018-10-01,336.6,58,62,1.0689655172413792,5.80344827586207,1.564516129032258
18,2018-11-01,258,45,48,1.0666666666666667,5.733333333333333,1.5416666666666667
18,2018-12-01,247.6,35,39,1.1142857142857143,7.074285714285714,1.7435897435897436
18,2019-01-01,266.7,47,48,1.0212765957446808,5.6744680851063825,1.5416666666666667
18,2019-02-01,190.4,32,33,1.03125,5.95,1.5757575757575757
18,2019-03-01,269.5,47,48,1.0212765957446808,5.73404255319149,1.625
18,2019-04-01,259.6,48,51,1.0625,5.408333333333334,1.4901960784313726
18,2019-05-01,288,48,50,1.0416666666666667,6,1.62
18,2019-06-01,290.6,46,48,1.0434782608695652,6.317391304347827,1.6458333333333333
19,2018-07-01,729.1,84,95,1.130952380952381,8.679761904761905,1.7157894736842105
19,2018-08-01,737.8,86,98,1.1395348837209303,8.57906976744186,1.7346938775510203
19,2018-09-01,774.6,81,96,1.1851851851851851,9.562962962962963,1.7604166666666667
19,2018-10-01,778.8,86,98,1.1395348837209303,9.055813953488371,1.7551020408163265
19,2018-11-01,764.7,88,100,1.1363636363636365,8.689772727272727,1.76
19,2018-12-01,667.6,82,91,1.1097560975609757,8.141463414634147,1.6703296703296704
19,2019-01-01,992,111,125,1.1261261261261262,8.936936936936936,1.792
19,2019-02-01,742.1,82,91,1.1097560975609757,9.05,1.7692307692307692
19,2019-03-01,548.9,66,72,1.0909090909090908,8.316666666666666,1.75
19,2019-04-01,714.2,81,89,1.0987654320987654,8.817283950617284,1.8089887640449438
19,2019-05-01,844.4,93,108,1.1612903225806452,9.079569892473119,1.7685185185185186
19,2019-06-01,678.7,71,83,1.1690140845070423,9.559154929577465,1.855421686746988
20,2018-07-01,269.2,56,57,1.0178571428571428,4.807142857142857,1.263157894736842
20,2018-08-01,195.7,40,42,1.05,4.8925,1.2857142857142858
20,2018-09-01,215.9,46,48,1.0434782608695652,4.693478260869566,1.3333333333333333
20,2018-10-01,174.3,44,44,1,3.9613636363636364,1.2045454545454546
20,2018-11-01,154.7,36,37,1.0277777777777777,4.297222222222222,1.2432432432432432
20,2018-12-01,170.6,37,40,1.0810810810810811,4.61081081081081,1.25
20,2019-01-01,188.2,41,44,1.0731707317073171,4.590243902439024,1.25
20,2019-02-01,174,39,41,1.0512820512820513,4.461538461538462,1.2682926829268293
20,2019-03-01,269.5,56,60,1.0714285714285714,4.8125,1.2833333333333334
20,2019-04-01,211.8,45,45,1,4.706666666666667,1.3333333333333333
20,2019-05-01,230.85,44,47,1.0681818181818181,5.246590909090909,1.4893617021276595
20,2019-06-01,264.5,52,54,1.0384615384615385,5.086538461538462,1.3518518518518519
21,2018-07-01,409.4,42,46,1.0952380952380953,9.747619047619047,2
21,2018-08-01,510.1,56,63,1.125,9.108928571428573,1.8571428571428572
21,2018-09-01,382.6,41,46,1.1219512195121952,9.331707317073171,1.9782608695652173
21,2018-10-01,341.6,38,40,1.0526315789473684,8.989473684210527,2
21,2018-11-01,554.4,59,63,1.0677966101694916,9.396610169491526,2
21,2018-12-01,480.8,51,54,1.0588235294117647,9.427450980392157,2
21,2019-01-01,415.2,45,47,1.0444444444444445,9.226666666666667,2.0425531914893615
21,2019-02-01,406.8,43,46,1.069767441860465,9.46046511627907,2
21,2019-03-01,384,43,45,1.0465116279069768,8.930232558139535,2
21,2019-04-01,390.6,42,45,1.0714285714285714,9.3,2
21,2019-05-01,486,55,61,1.1090909090909091,8.836363636363636,1.8360655737704918
21,2019-06-01,393.4,41,42,1.024390243902439,9.595121951219511,2
22,2018-07-01,309.2,49,51,1.0408163265306123,6.310204081632653,1.8431372549019607
22,2018-08-01,201.3,36,36,1,5.591666666666667,1.6388888888888888
22,2018-09-01,302.9,42,43,1.0238095238095237,7.211904761904761,1.9069767441860466
22,2018-10-01,347.5,50,53,1.06,6.95,1.8679245283018868
22,2018-11-01,262.2,42,42,1,6.242857142857143,1.8571428571428572
22,2018-12-01,230.5,37,39,1.054054054054054,6.22972972972973,1.794871794871795
22,2019-01-01,325.8,48,55,1.1458333333333333,6.7875000000000005,1.7454545454545454
22,2019-02-01,365.4,46,49,1.065217391304348,7.943478260869565,2
22,2019-03-01,316.2,49,50,1.0204081632653061,6.453061224489796,1.82
22,2019-04-01,341.4,55,57,1.0363636363636364,6.207272727272727,1.894736842105263
22,2019-05-01,415.5,59,63,1.0677966101694916,7.0423728813559325,1.7619047619047619
22,2019-06-01,271.5,36,42,1.1666666666666667,7.541666666666667,1.9047619047619047
23,2018-07-01,890.8,96,124,1.2916666666666667,9.279166666666667,2.032258064516129
23,2018-08-01,952.1,105,144,1.3714285714285714,9.067619047619047,1.8888888888888888
23,2018-09-01,720.8,88,104,1.1818181818181819,8.19090909090909,2.076923076923077
23,2018-10-01,793.4,87,111,1.2758620689655173,9.119540229885057,2
23,2018-11-01,826,94,119,1.2659574468085106,8.787234042553191,2.0168067226890756
23,2018-12-01,985,100,137,1.37,9.85,2.0291970802919708
23,2019-01-01,930.8,103,134,1.3009708737864079,9.036893203883494,2.014925373134328
23,2019-02-01,867.8,100,125,1.25,8.677999999999999,2.032
23,2019-03-01,767.6,86,104,1.2093023255813953,8.925581395348837,2.0384615384615383
23,2019-04-01,912,96,127,1.3229166666666667,9.5,2.015748031496063
23,2019-05-01,841.5,96,125,1.3020833333333333,8.765625,1.944
23,2019-06-01,818,103,118,1.145631067961165,7.941747572815534,2
24,2018-07-01,719.2,90,107,1.1888888888888889,7.9911111111111115,2
24,2018-08-01,792.7,90,115,1.2777777777777777,8.807777777777778,1.9652173913043478
24,2018-09-01,857.4,95,123,1.2947368421052632,9.025263157894736,2
24,2018-10-01,833.2,89,119,1.3370786516853932,9.36179775280899,2
24,2018-11-01,702,86,101,1.1744186046511629,8.162790697674419,2.0594059405940595
24,2018-12-01,644,79,95,1.2025316455696202,8.151898734177216,2
24,2019-01-01,820.6,98,118,1.2040816326530612,8.373469387755103,2.016949152542373
24,2019-02-01,693.2,79,93,1.1772151898734178,8.774683544303798,2
24,2019-03-01,830.6,90,118,1.3111111111111111,9.22888888888889,2.016949152542373
24,2019-04-01,751.2,84,110,1.3095238095238095,8.942857142857143,2.018181818181818
24,2019-05-01,804.9,95,125,1.3157894736842106,8.472631578947368,1.928
24,2019-06-01,781,89,115,1.2921348314606742,8.775280898876405,2.017391304347826
25,2018-07-01,414.6,43,47,1.0930232558139534,9.64186046511628,2
25,2018-08-01,340.3,34,39,1.1470588235294117,10.008823529411766,1.9230769230769231
25,2018-09-01,398.6,42,45,1.0714285714285714,9.49047619047619,2
25,2018-10-01,496.8,53,57,1.0754716981132075,9.373584905660378,2
25,2018-11-01,554.2,57,63,1.105263157894737,9.722807017543861,2
25,2018-12-01,472.2,49,53,1.0816326530612246,9.636734693877552,2
25,2019-01-01,443.6,45,48,1.0666666666666667,9.857777777777779,2
25,2019-02-01,430.6,46,49,1.065217391304348,9.360869565217392,2
25,2019-03-01,451.8,49,51,1.0408163265306123,9.220408163265306,2.0392156862745097
25,2019-04-01,458.8,48,51,1.0625,9.558333333333334,2
25,2019-05-01,405.35,47,49,1.0425531914893618,8.624468085106383,1.8979591836734695
25,2019-06-01,430.8,45,48,1.0666666666666667,9.573333333333334,2
26,2018-07-01,1245,127,142,1.1181102362204725,9.803149606299213,2.0140845070422535
26,2018-08-01,1092.8,113,131,1.1592920353982301,9.670796460176991,1.8931297709923665
26,2018-09-01,1262.8,123,138,1.1219512195121952,10.266666666666666,2
26,2018-10-01,1123.8,108,127,1.1759259259259258,10.405555555555555,2
26,2018-11-01,1248,113,138,1.2212389380530972,11.044247787610619,2
26,2018-12-01,1337.4,124,149,1.2016129032258065,10.785483870967743,2
26,2019-01-01,1153.6,110,131,1.190909090909091,10.487272727272726,2
26,2019-02-01,1089.8,104,122,1.1730769230769231,10.478846153846153,2.0327868852459017
26,2019-03-01,1313.2,131,147,1.1221374045801527,10.024427480916032,2.0272108843537415
26,2019-04-01,1233.4,117,140,1.1965811965811965,10.541880341880344,2.0142857142857142
26,2019-05-01,1121.3,105,130,1.2380952380952381,10.67904761904762,1.9230769230769231
26,2019-06-01,1248.2,112,137,1.2232142857142858,11.144642857142857,2.0291970802919708
27,2018-07-01,470.1,51,53,1.0392156862745099,9.21764705882353,1.9811320754716981
27,2018-08-01,526.9,56,60,1.0714285714285714,9.408928571428572,1.9666666666666666
27,2018-09-01,436.40000000000003,49,50,1.0204081632653061,8.906122448979593,2
27,2018-10-01,316.6,34,36,1.0588235294117647,9.311764705882354,1.9722222222222223
27,2018-11-01,403.1,46,46,1,8.76304347826087,1.9565217391304348
27,2018-12-01,410,46,47,1.0217391304347827,8.91304347826087,1.9574468085106382
27,2019-01-01,424,45,47,1.0444444444444445,9.422222222222222,1.9361702127659575
27,2019-02-01,342.4,38,41,1.0789473684210527,9.010526315789473,2
27,2019-03-01,459.4,46,52,1.1304347826086956,9.98695652173913,1.9230769230769231
27,2019-04-01,488.90000000000003,50,55,1.1,9.778,1.9636363636363636
27,2019-05-01,363.4,44,46,1.0454545454545454,8.259090909090908,1.7608695652173914
27,2019-06-01,479.5,54,55,1.0185185185185186,8.87962962962963,1.9636363636363636
28,2018-07-01,754,90,109,1.211111111111111,8.377777777777778,2
28,2018-08-01,753.95,97,117,1.2061855670103092,7.772680412371135,1.8632478632478633
28,2018-09-01,787.8,84,108,1.2857142857142858,9.378571428571428,2
28,2018-10-01,733,91,104,1.1428571428571428,8.054945054945055,2.019230769230769
28,2018-11-01,895,101,125,1.2376237623762376,8.861386138613861,2
28,2018-12-01,851.2,107,134,1.2523364485981308,7.955140186915888,2
28,2019-01-01,794.4,91,114,1.2527472527472527,8.729670329670329,2.0350877192982457
28,2019-02-01,843.2,92,117,1.2717391304347827,9.165217391304349,2.034188034188034
28,2019-03-01,701.2,78,96,1.2307692307692308,8.98974358974359,2.0625
28,2019-04-01,854,94,117,1.2446808510638299,9.085106382978724,2.017094017094017
28,2019-05-01,615.6,79,93,1.1772151898734178,7.79240506329114,1.956989247311828
28,2019-06-01,791,89,112,1.2584269662921348,8.887640449438202,2
29,2018-07-01,309.2,37,37,1,8.356756756756756,1.9189189189189189
29,2018-08-01,382.3,41,43,1.048780487804878,9.324390243902439,1.9534883720930232
29,2018-09-01,475.3,48,54,1.125,9.902083333333334,1.9444444444444444
29,2018-10-01,295,34,35,1.0294117647058822,8.676470588235293,1.9428571428571428
29,2018-11-01,348.2,36,39,1.0833333333333333,9.672222222222222,1.9743589743589745
29,2018-12-01,416.8,45,49,1.0888888888888888,9.262222222222222,1.9387755102040816
29,2019-01-01,455.2,49,53,1.0816326530612246,9.289795918367346,1.9811320754716981
29,2019-02-01,340.2,35,39,1.1142857142857143,9.719999999999999,2
29,2019-03-01,422.9,48,51,1.0625,8.810416666666667,1.9607843137254901
29,2019-04-01,391.7,42,44,1.0476190476190477,9.326190476190476,1.9318181818181819
29,2019-05-01,472.3,54,59,1.0925925925925926,8.746296296296297,1.88135593220339
29,2019-06-01,388.4,46,46,1,8.443478260869565,1.934782608695652
30,2018-07-01,879.8,94,123,1.3085106382978724,9.359574468085105,2.016260162601626
30,2018-08-01,935.8,111,136,1.2252252252252251,8.43063063063063,1.9926470588235294
30,2018-09-01,860.6,96,116,1.2083333333333333,8.964583333333334,2.0517241379310347
30,2018-10-01,862.6,100,121,1.21,8.626,2.0330578512396693
30,2018-11-01,819,93,115,1.2365591397849462,8.806451612903226,2.017391304347826
30,2018-12-01,1014,99,131,1.3232323232323233,10.242424242424242,2.030534351145038
30,2019-01-01,822.8,93,117,1.2580645161290323,8.84731182795699,2
30,2019-02-01,838,94,123,1.3085106382978724,8.914893617021276,2
30,2019-03-01,937.4,99,125,1.2626262626262625,9.468686868686868,2.032
30,2019-04-01,811,91,113,1.2417582417582418,8.912087912087912,2.017699115044248
30,2019-05-01,778.5,96,118,1.2291666666666667,8.109375,1.9491525423728813
30,2019-06-01,800,94,116,1.2340425531914894,8.51063829787234,2.0172413793103448
31,2018-09-01,6,1,1,1,6,2
31,2018-11-01,8.8,1,1,1,8.8,2
32,2018-07-01,761.4,90,107,1.1888888888888889,8.459999999999999,2.0373831775700935
32,2018-08-01,751,93,112,1.2043010752688172,8.075268817204302,1.9642857142857142
32,2018-09-01,779,86,113,1.313953488372093,9.05813953488372,2
32,2018-10-01,1002.4,101,142,1.4059405940594059,9.924752475247525,2.0140845070422535
