STORE_NBR,MONTH,TOTAL_SALES,TOTAL_CUSTOMERS,TOTAL_TRANSACTIONS,AVG_TXN_PER_CUSTOMER,AVG_SPEND_PER_CUSTOMER,AVG_UNITS_PER_TXN
15,2018-12-01,917,101,134,1.3267326732673268,9.07920792079208,2.014925373134328
15,2019-01-01,873.8,99,124,1.2525252525252526,8.826262626262626,2
16,2018-07-01,113.8,32,33,1.03125,3.55625,1
16,2018-08-01,149.2,35,36,1.0285714285714285,4.2628571428571425,1.1111111111111112
16,2018-09-01,140.2,35,39,1.1142857142857143,4.005714285714285,1.0512820512820513
16,2018-10-01,138.6,39,41,1.0512820512820513,3.5538461538461537,1
16,2018-11-01,150.1,40,41,1.025,3.7525,1
16,2018-12-01,176.8,45,48,1.0666666666666667,3.9288888888888893,1.0625
16,2019-01-01,153.3,41,41,1,3.7390243902439027,1
17,2018-07-01,485.7,56,57,1.0178571428571428,8.673214285714286,1.912280701754386
17,2018-08-01,353.3,40,42,1.05,8.8325,1.8571428571428572
17,2018-09-01,377,40,43,1.075,9.425,1.930232558139535
17,2018-10-01,341.1,41,41,1,8.319512195121952,1.853658536585366
17,2018-11-01,403.6,42,46,1.0952380952380953,9.609523809523811,1.9130434782608696
17,2018-12-01,463,48,53,1.1041666666666667,9.645833333333334,1.9433962264150944
17,2019-01-01,364.6,39,43,1.1025641025641026,9.34871794871795,1.930232558139535
18,2018-07-01,326.6,52,55,1.0576923076923077,6.2807692307692315,1.6
18,2018-08-01,273.6,48,50,1.0416666666666667,5.7,1.46
18,2018-09-01,262.5,43,47,1.0930232558139534,6.104651162790698,1.574468085106383
18,2018-10-01,336.6,58,62,1.0689655172413792,5.80344827586207,1.564516129032258
18,2018-11-01,258,45,48,1.0666666666666667,5.733333333333333,1.5416666666666667
18,2018-12-01,247.6,35,39,1.1142857142857143,7.074285714285714,1.7435897435897436
18,2019-01-01,266.7,47,48,1.0212765957446808,5.6744680851063825,1.5416666666666667
19,2018-07-01,729.1,84,95,1.130952380952381,8.679761904761905,1.7157894736842105
19,2018-08-01,737.8,86,98,1.1395348837209303,8.57906976744186,1.7346938775510203
19,2018-09-01,774.6,81,96,1.1851851851851851,9.562962962962963,1.7604166666666667
19,2018-10-01,778.8,86,98,1.1395348837209303,9.055813953488371,1.7551020408163265
19,2018-11-01,764.7,88,100,1.1363636363636365,8.689772727272727,1.76
19,2018-12-01,667.6,82,91,1.1097560975609757,8.141463414634147,1.6703296703296704
19,2019-01-01,992,111,125,1.1261261261261262,8.936936936936936,1.792
20,2018-07-01,269.2,56,57,1.0178571428571428,4.807142857142857,1.263157894736842
20,2018-08-01,195.7,40,42,1.05,4.8925,1.2857142857142858
20,2018-09-01,215.9,46,48,1.0434782608695652,4.693478260869566,1.3333333333333333
20,2018-10-01,174.3,44,44,1,3.9613636363636364,1.2045454545454546
20,2018-11-01,154.7,36,37,1.0277777777777777,4.297222222222222,1.2432432432432432
20,2018-12-01,170.6,37,40,1.0810810810810811,4.61081081081081,1.25
20,2019-01-01,188.2,41,44,1.0731707317073171,4.590243902439024,1.25
21,2018-07-01,409.4,42,46,1.0952380952380953,9.747619047619047,2
21,2018-08-01,510.1,56,63,1.125,9.108928571428573,1.8571428571428572
21,2018-09-01,382.6,41,46,1.1219512195121952,9.331707317073171,1.9782608695652173
21,2018-10-01,341.6,38,40,1.0526315789473684,8.989473684210527,2
21,2018-11-01,554.4,59,63,1.0677966101694916,9.396610169491526,2
21,2018-12-01,480.8,51,54,1.0588235294117647,9.427450980392157,2
21,2019-01-01,415.2,45,47,1.0444444444444445,9.226666666666667,2.0425531914893615
22,2018-07-01,309.2,49,51,1.0408163265306123,6.310204081632653,1.8431372549019607
22,2018-08-01,201.3,36,36,1,5.591666666666667,1.6388888888888888
22,2018-09-01,302.9,42,43,1.0238095238095237,7.211904761904761,1.9069767441860466
22,2018-10-01,347.5,50,53,1.06,6.95,1.8679245283018868
22,2018-11-01,262.2,42,42,1,6.242857142857143,1.8571428571428572
22,2018-12-01,230.5,37,39,1.054054054054054,6.22972972972973,1.794871794871795
22,2019-01-01,325.8,48,55,1.1458333333333333,6.7875000000000005,1.7454545454545454
23,2018-07-01,890.8,96,124,1.2916666666666667,9.279166666666667,2.032258064516129
23,2018-08-01,952.1,105,144,1.3714285714285714,9.067619047619047,1.8888888888888888
23,2018-09-01,720.8,88,104,1.1818181818181819,8.19090909090909,2.076923076923077
23,2018-10-01,793.4,87,111,1.2758620689655173,9.119540229885057,2
23,2018-11-01,826,94,119,1.2659574468085106,8.787234042553191,2.0168067226890756
23,2018-12-01,985,100,137,1.37,9.85,2.0291970802919708
23,2019-01-01,930.8,103,134,1.3009708737864079,9.036893203883494,2.014925373134328
24,2018-07-01,719.2,90,107,1.1888888888888889,7.9911111111111115,2
24,2018-08-01,792.7,90,115,1.2777777777777777,8.807777777777778,1.9652173913043478
24,2018-09-01,857.4,95,123,1.2947368421052632,9.025263157894736,2
24,2018-10-01,833.2,89,119,1.3370786516853932,9.36179775280899,2
24,2018-11-01,702,86,101,1.1744186046511629,8.162790697674419,2.0594059405940595
24,2018-12-01,644,79,95,1.2025316455696202,8.151898734177216,2
24,2019-01-01,820.6,98,118,1.2040816326530612,8.373469387755103,2.016949152542373
25,2018-07-01,414.6,43,47,1.0930232558139534,9.64186046511628,2
25,2018-08-01,340.3,34,39,1.1470588235294117,10.008823529411766,1.9230769230769231
25,2018-09-01,398.6,42,45,1.0714285714285714,9.49047619047619,2
25,2018-10-01,496.8,53,57,1.0754716981132075,9.373584905660378,2
25,2018-11-01,554.2,57,63,1.105263157894737,9.722807017543861,2
25,2018-12-01,472.2,49,53,1.0816326530612246,9.636734693877552,2
25,2019-01-01,443.6,45,48,1.0666666666666667,9.857777777777779,2
26,2018-07-01,1245,127,142,1.1181102362204725,9.803149606299213,2.0140845070422535
26,2018-08-01,1092.8,113,131,1.1592920353982301,9.670796460176991,1.8931297709923665
26,2018-09-01,1262.8,123,138,1.1219512195121952,10.266666666666666,2
26,2018-10-01,1123.8,108,127,1.1759259259259258,10.405555555555555,2
26,2018-11-01,1248,113,138,1.2212389380530972,11.044247787610619,2
26,2018-12-01,1337.4,124,149,1.2016129032258065,10.785483870967743,2
26,2019-01-01,1153.6,110,131,1.190909090909091,10.487272727272726,2
27,2018-07-01,470.1,51,53,1.0392156862745099,9.21764705882353,1.9811320754716981
27,2018-08-01,526.9,56,60,1.0714285714285714,9.408928571428572,1.9666666666666666
27,2018-09-01,436.40000000000003,49,50,1.0204081632653061,8.906122448979593,2
27,2018-10-01,316.6,34,36,1.0588235294117647,9.311764705882354,1.9722222222222223
27,2018-11-01,403.1,46,46,1,8.76304347826087,1.9565217391304348
27,2018-12-01,410,46,47,1.0217391304347827,8.91304347826087,1.9574468085106382
27,2019-01-01,424,45,47,1.0444444444444445,9.422222222222222,1.9361702127659575
28,2018-07-01,754,90,109,1.211111111111111,8.377777777777778,2
28,2018-08-01,753.95,97,117,1.2061855670103092,7.772680412371135,1.8632478632478633
28,2018-09-01,787.8,84,108,1.2857142857142858,9.378571428571428,2
28,2018-10-01,733,91,104,1.1428571428571428,8.054945054945055,2.019230769230769
28,2018-11-01,895,101,125,1.2376237623762376,8.861386138613861,2
28,2018-12-01,851.2,107,134,1.2523364485981308,7.955140186915888,2
28,2019-01-01,794.4,91,114,1.2527472527472527,8.729670329670329,2.0350877192982457
29,2018-07-01,309.2,37,37,1,8.356756756756756,1.9189189189189189
29,2018-08-01,382.3,41,43,1.048780487804878,9.324390243902439,1.9534883720930232
29,2018-09-01,475.3,48,54,1.125,9.902083333333334,1.9444444444444444
29,2018-10-01,295,34,35,1.0294117647058822,8.676470588235293,1.9428571428571428
29,2018-11-01,348.2,36,39,1.0833333333333333,9.672222222222222,1.9743589743589745
29,2018-12-01,416.8,45,49,1.0888888888888888,9.262222222222222,1.9387755102040816
29,2019-01-01,455.2,49,53,1.0816326530612246,9.289795918367346,1.9811320754716981
30,2018-07-01,879.8,94,123,1.3085106382978724,9.359574468085105,2.016260162601626
30,2018-08-01,935.8,111,136,1.2252252252252251,8.43063063063063,1.9926470588235294
30,2018-09-01,860.6,96,116,1.2083333333333333,8.964583333333334,2.0517241379310347
30,2018-10-01,862.6,100,121,1.21,8.626,2.0330578512396693
30,2018-11-01,819,93,115,1.2365591397849462,8.806451612903226,2.017391304347826
30,2018-12-01,1014,99,131,1.3232323232323233,10.242424242424242,2.030534351145038
30,2019-01-01,822.8,93,117,1.2580645161290323,8.84731182795699,2
32,2018-07-01,761.4,90,107,1.1888888888888889,8.459999999999999,2.0373831775700935
32,2018-08-01,751,93,112,1.2043010752688172,8.075268817204302,1.9642857142857142
32,2018-09-01,779,86,113,1.313953488372093,9.05813953488372,2
32,2018-10-01,1002.4,101,142,1.4059405940594059,9.924752475247525,2.0140845070422535
32,2018-11-01,1033.6,109,142,1.3027522935779816,9.48256880733945,2.0422535211267605
32,2018-12-01,921.4,103,131,1.2718446601941749,8.945631067961164,2.0610687022900764
32,2019-01-01,830.4,81,114,1.4074074074074074,10.251851851851852,2.0350877192982457
33,2018-07-01,1045.6,116,152,1.3103448275862069,9.013793103448275,2.013157894736842
33,2018-08-01,934.8,109,142,1.3027522935779816,8.576146788990826,1.9366197183098592
33,2018-09-01,921,103,128,1.2427184466019416,8.941747572815533,2.015625
33,2018-10-01,927.8,106,130,1.2264150943396226,8.752830188679244,2.0153846153846153
33,2018-11-01,888,102,126,1.2352941176470589,8.705882352941176,2
33,2018-12-01,972.8,105,135,1.2857142857142858,9.264761904761905,2.0148148148148146
33,2019-01-01,970.6,103,136,1.3203883495145632,9.423300970873786,2.036764705882353
34,2018-07-01,335.8,38,40,1.0526315789473684,8.836842105263159,1.925
34,2018-08-01,343.7,44,45,1.0227272727272727,7.8113636363636365,1.711111111111111
34,2018-09-01,326.5,38,38,1,8.592105263157896,1.9736842105263157
34,2018-10-01,444.7,50,51,1.02,8.894,1.9019607843137254
34,2018-11-01,323.7,37,41,1.1081081081081081,8.748648648648649,1.8780487804878048
34,2018-12-01,455.7,50,55,1.1,9.113999999999999,1.9090909090909092
34,2019-01-01,392,42,44,1.0476190476190477,9.333333333333334,1.9318181818181819
35,2018-07-01,124.2,36,37,1.0277777777777777,3.45,1
35,2018-08-01,147.6,40,40,1,3.69,1.075
35,2018-09-01,121.3,31,32,1.032258064516129,3.9129032258064513,1.03125
35,2018-10-01,128.1,33,33,1,3.881818181818182,1.0303030303030303
35,2018-11-01,121.2,34,34,1,3.5647058823529414,1.0588235294117647
35,2018-12-01,147.1,35,37,1.0571428571428572,4.202857142857143,1.0810810810810811
35,2019-01-01,99.5,27,27,1,3.685185185185185,1
36,2018-07-01,1014.2,102,112,1.0980392156862746,9.943137254901961,2.017857142857143
36,2018-08-01,1078.05,111,129,1.162162162162162,9.712162162162162,1.8992248062015504
36,2018-09-01,918.6,95,104,1.0947368421052632,9.669473684210526,2
36,2018-10-01,1136.6,114,128,1.1228070175438596,9.97017543859649,2
36,2018-11-01,1098.4,100,122,1.22,10.984000000000002,2.0163934426229506
36,2018-12-01,1014.8000000000001,98,115,1.1734693877551021,10.355102040816327,2
36,2019-01-01,923.4,89,106,1.1910112359550562,10.375280898876404,2.018867924528302
37,2018-07-01,471.6,48,51,1.0625,9.825000000000001,1.9607843137254901
37,2018-08-01,547.75,64,67,1.046875,8.55859375,1.8507462686567164
37,2018-09-01,372.8,44,44,1,8.472727272727273,1.9545454545454546
37,2018-10-01,388.4,47,48,1.0212765957446808,8.263829787234043,1.9583333333333333
37,2018-11-01,264.5,30,31,1.0333333333333334,8.816666666666666,1.967741935483871
37,2018-12-01,455.2,49,51,1.0408163265306123,9.289795918367346,2
37,2019-01-01,392.1,40,44,1.1,9.8025,1.9545454545454546
38,2018-07-01,301.6,46,48,1.0434782608695652,6.556521739130435,1.6041666666666667
38,2018-08-01,283.9,50,54,1.08,5.678,1.4814814814814814
38,2018-09-01,268.6,43,46,1.069767441860465,6.246511627906977,1.6304347826086956
38,2018-10-01,240.7,46,48,1.0434782608695652,5.232608695652174,1.5416666666666667
38,2018-11-01,352.2,53,59,1.1132075471698113,6.645283018867924,1.6610169491525424
38,2018-12-01,207.4,36,38,1.0555555555555556,5.761111111111111,1.631578947368421
38,2019-01-01,299.8,54,58,1.0740740740740742,5.551851851851852,1.5344827586206897
39,2018-07-01,866,99,126,1.2727272727272727,8.747474747474747,2.0317460317460316
39,2018-08-01,919.2,100,130,1.3,9.192,1.9615384615384615
39,2018-09-01,873,100,121,1.21,8.73,2.0826446280991737
39,2018-10-01,844.2,94,119,1.2659574468085106,8.980851063829787,2.033613445378151
39,2018-11-01,856.4,103,126,1.2233009708737863,8.314563106796117,2
39,2018-12-01,857.4,96,124,1.2916666666666667,8.93125,2
39,2019-01-01,865.6,94,127,1.351063829787234,9.208510638297872,2
40,2018-07-01,1332,128,152,1.1875,10.40625,2.013157894736842
40,2018-08-01,1208,123,136,1.1056910569105691,9.821138211382113,1.9705882352941178
40,2018-09-01,1312,135,150,1.1111111111111112,9.718518518518518,2
40,2018-10-01,1323.6,118,144,1.2203389830508475,11.216949152542371,2.0277777777777777
40,2018-11-01,1099.4,109,122,1.1192660550458715,10.086238532110093,2
40,2018-12-01,1335.4,128,152,1.1875,10.4328125,2.013157894736842
40,2019-01-01,1256.4,121,144,1.1900826446280992,10.383471074380166,2
41,2018-07-01,216.4,49,50,1.0204081632653061,4.4163265306122454,1.22
41,2018-08-01,209.8,43,44,1.0232558139534884,4.879069767441861,1.3181818181818181
41,2018-09-01,216.1,44,46,1.0454545454545454,4.911363636363636,1.2608695652173914
41,2018-10-01,156.5,34,38,1.1176470588235294,4.602941176470588,1.2105263157894737
41,2018-11-01,199.3,46,47,1.0217391304347827,4.3326086956521745,1.2765957446808511
41,2018-12-01,214.5,46,50,1.0869565217391304,4.663043478260869,1.26
41,2019-01-01,169,36,37,1.0277777777777777,4.694444444444445,1.2162162162162162
42,2018-07-01,27.3,7,7,1,3.9,1.2857142857142858
42,2018-08-01,44.9,8,8,1,5.6125,1.5
42,2018-09-01,21.2,6,6,1,3.533333333333333,1.3333333333333333
42,2018-10-01,14.700000000000001,3,3,1,4.9,1.3333333333333333
42,2018-11-01,8.4,2,2,1,4.2,1
42,2018-12-01,12.3,4,4,1,3.075,1
42,2019-01-01,35.2,9,9,1,3.9111111111111114,1.1111111111111112
43,2018-07-01,1003.8,118,146,1.2372881355932204,8.50677966101695,2
43,2018-08-01,1005.7,109,149,1.3669724770642202,9.226605504587157,1.9731543624161074
43,2018-09-01,974.8000000000001,100,135,1.35,9.748000000000001,2.0148148148148146
43,2018-10-01,1026.4,111,145,1.3063063063063063,9.246846846846848,2.013793103448276
43,2018-11-01,950.8,104,133,1.2788461538461537,9.142307692307693,2
43,2018-12-01,1274.8,125,169,1.352,10.1984,2.0118343195266273
43,2019-01-01,1002.8,111,141,1.2702702702702702,9.034234234234233,2.0141843971631204
45,2018-07-01,981.2,115,145,1.2608695652173914,8.53217391304348,2
45,2018-08-01,669.1,84,102,1.2142857142857142,7.965476190476191,1.8529411764705883
45,2018-09-01,695.4,84,99,1.1785714285714286,8.278571428571428,2.0202020202020203
45,2018-10-01,718,85,102,1.2,8.447058823529412,2.0392156862745097
45,2018-11-01,809,88,113,1.2840909090909092,9.193181818181818,2.0353982300884956
45,2018-12-01,791,88,111,1.2613636363636365,8.988636363636363,2.018018018018018
45,2019-01-01,957.4,107,137,1.280373831775701,8.947663551401869,2.0291970802919708
46,2018-07-01,253,45,48,1.0666666666666667,5.622222222222222,1.5625
46,2018-08-01,240.7,44,46,1.0454545454545454,5.470454545454545,1.4565217391304348
46,2018-09-01,233,41,43,1.048780487804878,5.682926829268292,1.6511627906976745
46,2018-10-01,275.1,47,49,1.0425531914893618,5.853191489361703,1.653061224489796
46,2018-11-01,273.1,42,44,1.0476190476190477,6.502380952380953,1.6590909090909092
46,2018-12-01,306.9,50,53,1.06,6.138,1.6037735849056605
46,2019-01-01,176.2,33,33,1,5.339393939393939,1.5454545454545454
47,2018-07-01,290.3,45,46,1.0222222222222221,6.4511111111111115,1.9130434782608696
47,2018-08-01,407.85,55,59,1.0727272727272728,7.415454545454546,1.7966101694915255
47,2018-09-01,439.5,60,63,1.05,7.325,1.9047619047619047
47,2018-10-01,376.7,46,52,1.1304347826086956,8.189130434782609,1.9807692307692308
47,2018-11-01,325.3,50,53,1.06,6.506,1.9056603773584906
47,2018-12-01,475,71,76,1.0704225352112675,6.690140845070423,1.9078947368421053
47,2019-01-01,389.8,57,59,1.0350877192982457,6.838596491228071,1.88135593220339
48,2018-07-01,929.4,100,135,1.35,9.294,2
48,2018-08-01,851.1,98,123,1.2551020408163265,8.684693877551021,1.9268292682926829
48,2018-09-01,809.8,92,115,1.25,8.802173913043477,2.017391304347826
48,2018-10-01,879.2,89,120,1.348314606741573,9.878651685393258,2.066666666666667
48,2018-11-01,785.4,93,113,1.2150537634408602,8.44516129032258,2.0530973451327434
48,2018-12-01,917.2,92,120,1.3043478260869565,9.969565217391304,2.0166666666666666
48,2019-01-01,940.2,108,133,1.2314814814814814,8.705555555555556,2.030075187969925
49,2018-07-01,1099.7,104,127,1.2211538461538463,10.574038461538462,1.9763779527559056
49,2018-08-01,840.7,87,96,1.103448275862069,9.663218390804598,1.9895833333333333
49,2018-09-01,1115.7,105,127,1.2095238095238094,10.625714285714286,1.984251968503937
49,2018-10-01,1098,98,123,1.2551020408163265,11.204081632653061,2.008130081300813
49,2018-11-01,1082.3,104,121,1.1634615384615385,10.40673076923077,2.0082644628099175
49,2018-12-01,1149.3,116,128,1.103448275862069,9.907758620689656,2.0078125
49,2019-01-01,1178.4,114,135,1.1842105263157894,10.336842105263159,1.962962962962963
50,2018-07-01,314.4,53,56,1.0566037735849056,5.932075471698113,1.5357142857142858
50,2018-08-01,292.4,53,56,1.0566037735849056,5.516981132075471,1.5357142857142858
50,2018-09-01,258.8,46,50,1.0869565217391304,5.626086956521739,1.44
50,2018-10-01,252.8,46,50,1.0869565217391304,5.495652173913044,1.52
50,2018-11-01,222.1,37,38,1.027027027027027,6.0027027027027025,1.5526315789473684
50,2018-12-01,331.2,64,69,1.078125,5.175,1.434782608695652
50,2019-01-01,223.9,44,46,1.0454545454545454,5.088636363636364,1.391304347826087
51,2018-07-01,116.2,29,32,1.103448275862069,4.006896551724138,1.0625
51,2018-08-01,208.3,41,44,1.0731707317073171,5.080487804878049,1.3409090909090908
51,2018-09-01,155.8,36,39,1.0833333333333333,4.327777777777778,1.1538461538461537
51,2018-10-01,133.3,30,31,1.0333333333333334,4.443333333333333,1.1612903225806452
51,2018-11-01,174.3,43,44,1.0232558139534884,4.053488372093024,1.1363636363636365
51,2018-12-01,185,43,46,1.069767441860465,4.3023255813953485,1.1956521739130435
51,2019-01-01,165,34,36,1.0588235294117647,4.852941176470588,1.1944444444444444
52,2018-07-01,28.3,5,5,1,5.66,1.8
52,2018-08-01,40.3,7,7,1,5.757142857142857,1.8571428571428572
52,2018-09-01,25.799999999999997,4,4,1,6.449999999999999,1.75
52,2018-10-01,34.3,5,5,1,6.859999999999999,1.6
52,2018-11-01,35.6,7,7,1,5.085714285714286,1.8571428571428572
52,2018-12-01,47.8,6,6,1,7.966666666666666,2
52,2019-01-01,42.2,6,6,1,7.033333333333334,1.6666666666666667
53,2018-07-01,229.8,42,44,1.0476190476190477,5.4714285714285715,1.5909090909090908
53,2018-08-01,255.1,48,49,1.0208333333333333,5.314583333333333,1.530612244897959
53,2018-09-01,188,39,40,1.0256410256410255,4.82051282051282,1.475
53,2018-10-01,238.9,42,45,1.0714285714285714,5.688095238095238,1.5333333333333334
53,2018-11-01,223.8,45,46,1.0222222222222221,4.973333333333334,1.3695652173913044
53,2018-12-01,302.6,51,55,1.0784313725490196,5.933333333333334,1.490909090909091
53,2019-01-01,172.9,33,33,1,5.239393939393939,1.4848484848484849
54,2018-07-01,480.8,47,52,1.1063829787234043,10.229787234042554,2
54,2018-08-01,384.2,42,44,1.0476190476190477,9.147619047619047,1.9545454545454546
54,2018-09-01,497,51,55,1.0784313725490196,9.745098039215685,2
54,2018-10-01,442,51,52,1.0196078431372548,8.666666666666666,2
