STORE_NBR,SALES_SCORE,CUSTOMER_SCORE,FINAL_SCORE
127,104.68240333620282,18.234846590258826,61.458624963230825
161,104.35132830593636,18.15189688014399,61.25161259304018
52,103.17191545406406,18.518843388419455,60.84537942124176
192,103.66965795529372,17.846912750953464,60.75828535312359
54,116.01375377874876,4.9054119499203415,60.45958286433455
132,101.90482052431851,18.20331449780476,60.05406751106163
204,101.30204180326011,18.654578422179846,59.97831011271998
14,101.34636819022582,18.428849195175832,59.88760869270082
173,114.23415218269461,5.089158719723802,59.66165545120921
84,110.30645963698522,4.143571333553233,57.225015485269225
61,96.96758451151388,17.454748842269005,57.21116667689144
142,107.46237420260937,4.853905623960122,56.15813991328474
25,101.41127369225217,4.493483518662875,52.95237860545752
150,101.02347989688302,3.1242145297937944,52.073847213338404
21,99.85320907055456,3.897115106118825,51.875162088336694
134,96.70372362586144,3.4958854442813885,50.099804535071414
12,95.46600974439376,3.360636031010151,49.41332288770195
260,94.41311970010672,3.7719911115915523,49.09255540584913
27,92.28435950995345,2.771764651755331,47.52806208085439
66,89.3570714583354,3.3469674273963514,46.352019442865874
253,87.0520692570462,2.990506140853513,45.021287698949855
37,85.45808357263303,3.8898652265250555,44.673974399579045
64,86.15774769118649,2.629435066130257,44.39359137865837
251,83.71529346211507,4.350300294710639,44.03279687841285
149,83.31634634164945,2.8645404177517317,43.09044337970059
182,80.97448207553944,3.222920839663875,42.098701457601656
240,77.7299150119864,3.956046931060981,40.842980971523694
17,78.2284770372823,2.1593681656298247,40.193922601456066
243,73.94197384361124,5.9678601652823104,39.95491700444677
47,72.60777686819958,6.945957255738295,39.776867061968936
170,76.41408780818058,2.8291288902758365,39.62160834922821
248,71.8973619365704,6.223575703834712,39.06046882020256
272,74.72666793264293,2.611608736750326,38.669138334696626
171,73.79965056575361,3.2024529792058347,38.50105177247972
215,72.09876713679206,3.7929888735144797,37.94587800515327
96,72.38598707898655,3.429139874802979,37.907563476894765
234,72.1910195318833,2.934034915077947,37.56252722348062
29,70.06411716911518,3.4070649685970054,36.735591068856095
126,67.0362153843873,3.459946125138575,35.24808075476294
8,66.41774838478659,3.3662498890658523,34.89199913692622
143,66.48260816579928,2.7876334160879273,34.6351207909436
34,65.79975276598593,3.3425794042066457,34.57116608509629
189,60.6911601699401,6.112289073237495,33.4017246215888
9,58.18422626142482,6.96429334977045,32.574259805597634
98,59.269661562582804,5.1015851012558215,32.18562333191932
174,59.69722859621443,3.61970583013527,31.65846721317485
35,58.10805572116587,4.887323540401935,31.497689630783903
245,57.180448081038044,4.229841739859801,30.705144910448922
228,53.42619622324359,3.6388009253051337,28.532498574274364
254,50.81712567319171,3.5295327662466724,27.173329219719193
239,50.46758536525634,3.5214097328097953,26.994497549033067
87,48.95206809481533,3.3703589645402885,26.16121352967781
16,48.25001513442951,3.1967231678107755,25.723369151120142
151,45.841370810372936,4.562288075585052,25.201829442978994
68,46.544313810778796,3.739531176115271,25.141922493447034
266,46.665841283251375,3.569310099035677,25.117575691143525
120,44.80485342395345,5.068526851434155,24.936690137693805
136,44.939166824945495,4.679288693539091,24.809227759242294
197,45.04081021105503,3.374330671864026,24.207570441459527
115,44.17315083881723,2.0737265914170013,23.123438715117114
82,42.28370222846496,2.818447104624102,22.55107466654453
186,40.011321619857014,4.467731532436345,22.23952657614668
73,41.33373470246788,2.694271449037919,22.0140030757529
2,40.618460634584004,3.3568316912837304,21.987646162933867
51,40.06299021969987,3.4170783869923476,21.740034303346107
145,40.7010354763012,2.5548632538472056,21.6279493650742
121,36.53285510407423,4.068271918006052,20.300563511040142
103,35.739078180726246,4.667077690437282,20.203077935581764
124,36.112522456926584,4.207015593307383,20.159769025116983
108,35.594744891284826,4.470135523459609,20.03244020737222
169,34.94922957499728,3.9525187258249934,19.45087415041114
256,34.4000204394354,3.76178267374376,19.08090155658958
74,32.985901207530716,3.384831390445695,18.185366298988207
22,32.778283080062856,3.304328489490091,18.041305784776473
89,31.4355322115903,3.637272889134437,17.536402550362368
1,29.98760892120944,3.018226999050764,16.5029179601301
90,28.039746942965415,4.939131059819967,16.48943900139269
249,28.533603460498153,3.4812755521007652,16.00743950629946
38,26.815317254125574,4.00864548463301,15.411981369379292
167,27.07141232570962,2.7875277400695935,14.929470032889606
195,25.878308188379414,3.735442023558542,14.806875105968977
268,25.204521418170614,3.1133299299551815,14.158925674062898
141,23.416592979788103,4.10259680742915,13.759594893608627
265,24.455593973333645,2.7867302099287783,13.621162091631211
20,23.858675009826406,3.276071769529839,13.567373389678123
163,22.595089562381943,3.7691911860946714,13.182140374238308
18,22.30232812196615,3.5403217286570965,12.921324925311623
176,22.355988857646015,3.182071447040186,12.7690301523431
264,21.732632481396198,3.144218261353455,12.438425371374827
111,22.845450622517202,1.9858199734041335,12.415635297960668
41,23.063044505289533,1.636395459415029,12.34971998235228
185,20.876541836837138,3.1852611139678335,12.030901475402485
220,20.379883132295415,3.5347925245164125,11.957337828405914
187,19.073191543931717,4.593239811312875,11.833215677622295
6,19.73553058912656,3.0684277677205865,11.401979178423574
50,17.739075778076494,4.017981111211982,10.878528444644237
205,18.20682648467696,3.136305680332166,10.671566082504562
214,17.257693516790436,3.405762778738451,10.331728147764444
131,16.723078063164316,3.4412153117392417,10.082146687451779
46,16.83211074538094,2.203941158373826,9.518025951877384
53,16.502096297863645,2.3727687825360126,9.43743254019983
188,15.571354165014109,2.611080741861028,9.091217453437569
255,14.38125994167161,3.171545091768383,8.776402516719997
233,9.866172808278982,0.8523217513442378,5.35924727981161
