STORE_NBR,CORRELATION
183,-0.40204657476937394
65,-0.4059743247796677
19,-0.4112969192430354
146,-0.4239634175337238
180,-0.43315818557164903
135,-0.460624764124283
130,-0.463215301971371
142,-0.4732359239640971
37,-0.47451215982057904
67,-0.4748844265640487
196,-0.49167442592296584
104,-0.5052225992325752
3,-0.5078473342968265
42,-0.5193384683089969
173,-0.5220677356670952
205,-0.5264193550120873
174,-0.5280925869186008
199,-0.5335446274606338
215,-0.5365775466919648
227,-0.5374475840136305
165,-0.5471258792281578
184,-0.5485036621784525
264,-0.555570216300502
100,-0.5626098968494387
52,-0.5693124164097153
63,-0.5709525924246555
164,-0.5742809358954966
110,-0.5778746145472851
143,-0.5794185034394138
261,-0.5981149152150858
154,-0.616470054593458
33,-0.6303465192779418
45,-0.6327316840723343
239,-0.6423293926148654
156,-0.649333384037289
90,-0.6624267860232925
221,-0.6774215156144092
175,-0.6784905992392911
141,-0.6905895137038465
235,-0.6940550022316675
185,-0.7057683955120905
72,-0.7192976288035019
270,-0.7232720232177138
133,-0.7354067656793681
4,-0.74556612176668835
107,-0.7603196306726002
118,-0.7610843007377726
272,-0.7727724279077005
23,-0.801651832055334
8,-0.8162964762630013
48,-0.8571420340916923
230,-0.9088829344930831
